"areasymbol","cokey","claytotal_r","sandtotal_r","silttotal_r","hzdept_r","om_r","kffact","kwfact"
"CA708",27090071,NA,NA,NA,0,80,NA,NA
"CA708",27090071,3,67.3,29.7,2,8,0.28,0.1
"CA708",27090071,3,67.3,29.7,5,7,0.28,0.1
"CA708",27090071,4,65,31,12,6,0.28,0.1
"CA708",27090071,4,65,31,19,5,0.28,0.02
"CA708",27090071,4,65,31,37,4,0.28,0.02
"CA708",27090071,NA,NA,NA,47,NA,NA,NA
"CA708",27090072,NA,NA,NA,0,80,NA,NA
"CA708",27090072,NA,NA,NA,4,75,NA,NA
"CA708",27090072,5,65.6,29.4,6,15,0.24,0.1
"CA708",27090072,5,65.6,29.4,10,14,0.24,0.1
"CA708",27090072,6,65,29,21,11,0.24,0.1
"CA708",27090072,7,69.1,23.9,37,10,0.2,0.05
"CA708",27090072,8,68.5,23.5,55,7,0.2,0.05
"CA708",27090072,9,69.3,21.7,87,6,0.24,0.05
"CA708",27090072,7,69.1,23.9,128,5,0.2,0.05
"CA708",27090073,NA,NA,NA,0,80,NA,NA
"CA708",27090073,4,65,31,2,15,0.2,0.05
"CA708",27090073,5,64.3,30.7,8,10,0.2,0.02
"CA708",27090073,5,65.6,29.4,22,7,0.15,0.02
"CA708",27090073,6,65,29,70,6,0.15,0.02
"CA708",27090073,4,66.5,29.5,105,3,0.17,0.02
"CA708",27090075,NA,NA,NA,0,80,NA,NA
"CA708",27090075,4,66.5,29.5,6,22,0.24,0.1
"CA708",27090075,4,66.5,29.5,15,10,0.24,0.05
"CA708",27090075,6,65,29,28,4,0.15,0.02
"CA708",27090075,5,65.6,29.4,40,3,0.17,0.02
"CA708",27090075,3,67.3,29.7,65,2,0.32,0.05
"CA708",27090076,NA,NA,NA,0,80,NA,NA
"CA708",27090076,8,68.5,23.5,2,16,0.15,0.05
"CA708",27090076,12,68.6,19.4,9,14,0.17,0.1
"CA708",27090076,16,65.1,18.9,23,12,0.28,0.15
"CA708",27090076,13,67.4,19.6,40,10,0.17,0.1
"CA708",27090076,11,66,23,51,8,0.2,0.02
"CA708",27090076,NA,NA,NA,71,NA,NA,NA
"CA708",27090078,12,NA,20,0,80,NA,NA
"CA708",27090078,12,NA,19.7,4,70,NA,NA
"CA708",27090078,12,68.3,19.7,7,5,0.2,0.1
"CA708",27090078,15,65.9,19.1,27,4,0.2,0.1
"CA708",27090078,15,65.9,19.1,44,3,0.2,0.1
"CA708",27090078,2,67.8,30.2,73,1.5,0.2,0.02
"CA708",27090078,1,80.6,18.4,133,1,0.1,0.02
"CA708",27090079,15,NA,6.5,0,25,NA,NA
"CA708",27090079,15,NA,6.5,16,25,NA,NA
"CA708",27090079,15,NA,6.5,25,25,NA,NA
"CA708",27090079,1,92.5,6.5,35,8,0.02,0.02
"CA708",27090079,26,6.8,67.2,40,8,0.37,0.37
"CA708",27090079,10,NA,NA,65,1,NA,NA
"CA708",27090079,12,20.7,67.3,67,0.3,0.55,0.55
"CA708",27090079,10,5.8,84.2,89,0.3,0.64,0.64
"CA708",27090079,6,83.2,10.8,98,0.3,0.15,0.05
"CA708",27090079,1,80.6,18.4,112,0.3,0.1,0.05
"CA708",27090079,1,81.7,17.3,125,0.3,0.17,0.17
"CA708",27090080,12,NA,6.5,0,25,NA,NA
"CA708",27090080,12,NA,6.5,4,25,NA,NA
"CA708",27090080,20,NA,6.5,13,25,NA,NA
"CA708",27090080,1,92.5,6.5,22,1,0.05,0.05
"CA708",27090080,30,17.4,52.6,33,20,0.32,0.32
"CA708",27090080,25,20.5,54.5,43,5,0.37,0.37
"CA708",27090080,33,53,14,70,5,0.17,0.1
"CA708",27090080,7,70,23,120,0.3,0.24,0.24
"CA708",27090080,1,92.5,6.5,130,0.3,0.02,0.02
"CA708",27090082,2,80.9,17.1,0,3,0.1,0.05
"CA708",27090082,2,80.9,17.1,7,2,0.15,0.05
"CA708",27090082,2,66.6,31.4,22,1,0.28,0.1
"CA708",27090082,2,80.9,17.1,44,2,0.15,0.05
"CA708",27090082,2,80.9,17.1,58,0.5,0.24,0.24
"CA708",27090082,2,80.9,17.1,94,0.4,0.24,0.24
"CA708",27090082,2,80.9,17.1,122,0.3,0.37,0.2
"CA708",27090083,NA,NA,NA,0,80,NA,NA
"CA708",27090083,3,67.3,29.7,3,8,0.24,0.15
"CA708",27090083,4,66.5,29.5,7,4,0.15,0.05
"CA708",27090083,5,64.3,30.7,18,3,0.24,0.05
"CA708",27090083,6,63.5,30.5,49,2,0.37,0.05
"CA708",27090083,3,67.3,29.7,62,1,0.43,0.02
"CA708",27090083,NA,NA,NA,95,NA,NA,NA
"CA708",27090084,NA,NA,NA,0,80,NA,NA
"CA708",27090084,1,97.5,1.5,3,15.7,0.1,0.1
"CA708",27090084,3,80.2,16.8,6,33.6,0.2,0.2
"CA708",27090084,2,80.9,17.1,12,2.5,0.32,0.15
"CA708",27090084,3,80.2,16.8,29,1.2,0.37,0.1
"CA708",27090084,NA,NA,NA,37,NA,NA,NA
"CA708",27090085,NA,NA,NA,0,80,NA,NA
"CA708",27090085,2,68.2,29.8,2,14,0.17,0.1
"CA708",27090085,3,67.3,29.7,6,10,0.17,0.1
"CA708",27090085,4,66.5,29.5,12,7,0.15,0.05
"CA708",27090085,6,65,29,30,6,0.24,0.05
"CA708",27090085,8,68.5,23.5,51,5,0.2,0.05
"CA708",27090085,10,66.9,23.1,76,4,0.24,0.05
"CA708",27090085,12,68.3,19.7,94,3,0.2,0.02
"CA708",27090085,14,66.8,19.2,113,2,0.24,0.05
"CA708",27090085,12,68.3,19.7,128,1,0.24,0.24
"CA708",27090086,NA,NA,NA,0,80,NA,NA
"CA708",27090086,NA,NA,NA,4,70,NA,NA
"CA708",27090086,5,64.3,30.7,7,15,0.28,0.28
"CA708",27090086,5,65.6,29.4,11,12,0.15,0.15
"CA708",27090086,4,66.5,29.5,15,10,0.15,0.05
"CA708",27090086,9,67.7,23.3,37,8,0.15,0.05
"CA708",27090086,12,68.3,19.7,60,7,0.1,0.05
"CA708",27090086,18,66.8,15.2,73,6,0.17,0.05
"CA708",27090086,17,41.2,41.8,107,5,0.37,0.1
"CA708",27090088,NA,NA,NA,0,80,NA,NA
"CA708",27090088,1,98.4,0.6,7,18,0.02,0.02
"CA708",27090088,3,79,18,14,5,0.05,0.02
"CA708",27090088,2,68.2,29.8,33,2.5,0.28,0.05
"CA708",27090088,3,67.3,29.7,49,1.77,0.24,0.05
"CA708",27090088,4,65,31,89,1.5,0.28,0.1
"CA708",27090088,5,64.3,30.7,124,1,0.28,0.1
"CA708",27090089,NA,NA,NA,0,83,NA,NA
"CA708",27090089,4.2,76,19.8,4,11.9,0.15,0.15
"CA708",27090089,2.8,86.6,10.6,7,4,0.1,0.05
"CA708",27090089,2.2,71.8,26,13,1.7,0.24,0.1
"CA708",27090089,2.9,76.8,20.3,29,3.5,0.17,0.05
"CA708",27090089,2,78.7,19.3,43,2.6,0.17,0.05
"CA708",27090089,2.3,81.9,15.8,68,1.5,0.15,0.02
"CA708",27090089,1.5,90.2,8.3,97,0.7,0.1,0.02
"CA708",27090089,1.6,75.4,23,144,0.3,0.37,0.05
"CA708",27090090,NA,NA,NA,0,80,NA,NA
"CA708",27090090,4,66.5,29.5,6,22,0.24,0.1
"CA708",27090090,4,66.5,29.5,15,10,0.24,0.05
"CA708",27090090,6,65,29,28,4,0.15,0.02
"CA708",27090090,5,65.6,29.4,40,3,0.17,0.02
"CA708",27090090,3,67.3,29.7,65,2,0.32,0.05
"CA708",27090092,NA,NA,NA,0,88,NA,NA
"CA708",27090092,NA,NA,NA,6,84,NA,NA
"CA708",27090092,2,76.4,21.6,12,4,0.15,0.05
"CA708",27090092,1.1,75.5,23.4,22,3,0.2,0.1
"CA708",27090092,1.7,78,20.3,32,2.5,0.1,0.02
"CA708",27090092,1.2,93.1,5.7,41,0.8,0.02,0.02
"CA708",27090092,2.3,82.1,15.6,46,3.8,0.15,0.05
"CA708",27090092,0.4,85.5,14.1,66,2.5,0.05,0.02
"CA708",27090092,1.1,91.1,7.8,127,1.1,0.02,0.02
"CA708",27090092,1,73.1,25.9,192,0.19,0.37,0.05
"CA708",27090094,NA,NA,NA,0,88,NA,NA
"CA708",27090094,NA,NA,NA,6,84,NA,NA
"CA708",27090094,2,76.4,21.6,12,4,0.15,0.05
"CA708",27090094,1.1,75.5,23.4,22,3,0.2,0.1
"CA708",27090094,1.7,78,20.3,32,2.5,0.1,0.02
"CA708",27090094,1.2,93.1,5.7,41,0.8,0.02,0.02
"CA708",27090094,2.3,82.1,15.6,46,3.8,0.15,0.05
"CA708",27090094,0.4,85.5,14.1,66,2.5,0.05,0.02
"CA708",27090094,1.1,91.1,7.8,127,1.1,0.02,0.02
"CA708",27090094,1,73.1,25.9,192,0.19,0.37,0.05
"CA708",27090095,1,80.6,18.4,0,0.2,0.1,0.05
"CA708",27090095,1,80.6,18.4,10,0.1,0.1,0.05
"CA708",27090095,0,93.5,6.5,24,0.1,0.02,0.02
"CA708",27090095,1,80.6,18.4,42,0.1,0.1,0.05
"CA708",27090095,1,92.5,6.5,48,0.1,0.02,0.02
"CA708",27090095,0,93.5,6.5,68,0.1,0.02,0.02
"CA708",27090095,0,93.5,6.5,75,0.1,0.02,0.02
"CA708",27090095,0,93.5,6.5,90,0.1,0.02,0.02
"CA708",27090095,0,93.5,6.5,97,0.1,0.02,0.02
"CA708",27090096,NA,NA,NA,0,83,NA,NA
"CA708",27090096,4.2,76,19.8,4,11.9,0.15,0.15
"CA708",27090096,2.8,86.6,10.6,7,4,0.1,0.05
"CA708",27090096,2.2,71.8,26,13,1.7,0.24,0.1
"CA708",27090096,2.9,76.8,20.3,29,3.5,0.17,0.05
"CA708",27090096,2,78.7,19.3,43,2.6,0.17,0.05
"CA708",27090096,2.3,81.9,15.8,68,1.5,0.15,0.02
"CA708",27090096,1.5,90.2,8.3,97,0.7,0.1,0.02
"CA708",27090096,1.6,75.4,23,144,0.3,0.37,0.05
"CA708",27090098,NA,NA,NA,0,80,NA,NA
"CA708",27090098,4,66.5,29.5,6,22,0.24,0.1
"CA708",27090098,4,66.5,29.5,15,10,0.24,0.05
"CA708",27090098,6,65,29,28,4,0.15,0.02
"CA708",27090098,5,65.6,29.4,40,3,0.17,0.02
"CA708",27090098,3,67.3,29.7,65,2,0.32,0.05
"CA708",27090099,NA,NA,NA,0,80,NA,NA
"CA708",27090099,3,67.3,29.7,2,6,0.17,0.05
"CA708",27090099,3,67.3,29.7,9,5,0.17,0.05
"CA708",27090099,4,79.2,16.8,18,4,0.17,0.05
"CA708",27090099,4,79.2,16.8,29,3,0.1,0.02
"CA708",27090099,3,80.2,16.8,58,1,0.32,0.05
"CA708",27090099,3,79,18,84,0.5,0.32,0.05
"CA708",27090100,NA,NA,NA,0,88,NA,NA
"CA708",27090100,NA,NA,NA,6,84,NA,NA
"CA708",27090100,2,76.4,21.6,12,4,0.15,0.05
"CA708",27090100,1.1,75.5,23.4,22,3,0.2,0.1
"CA708",27090100,1.7,78,20.3,32,2.5,0.1,0.02
"CA708",27090100,1.2,93.1,5.7,41,0.8,0.02,0.02
"CA708",27090100,2.3,82.1,15.6,46,3.8,0.15,0.05
"CA708",27090100,0.4,85.5,14.1,66,2.5,0.05,0.02
"CA708",27090100,1.1,91.1,7.8,127,1.1,0.02,0.02
"CA708",27090100,1,73.1,25.9,192,0.19,0.37,0.05
"CA708",27090101,0.8,80.8,18.4,0,0.2,0.1,0.05
"CA708",27090101,0.7,82.8,16.5,10,0.2,0.1,0.02
"CA708",27090101,1.7,80.5,17.8,35,0,0.1,0.02
"CA708",27090101,1.5,81.3,17.2,79,0,0.1,0.02
"CA708",27090101,2.3,83.3,14.4,107,0,0.1,0.02
"CA708",27090102,1,80.6,18.4,0,0.2,0.1,0.05
"CA708",27090102,1,80.6,18.4,10,0.1,0.1,0.05
"CA708",27090102,0,93.5,6.5,24,0.1,0.02,0.02
"CA708",27090102,1,80.6,18.4,42,0.1,0.1,0.05
"CA708",27090102,1,92.5,6.5,48,0.1,0.02,0.02
"CA708",27090102,0,93.5,6.5,68,0.1,0.02,0.02
"CA708",27090102,0,93.5,6.5,75,0.1,0.02,0.02
"CA708",27090102,0,93.5,6.5,90,0.1,0.02,0.02
"CA708",27090102,0,93.5,6.5,97,0.1,0.02,0.02
"CA708",27090104,NA,NA,NA,0,77.6,NA,NA
"CA708",27090104,1.7,74,24.3,2,15.9,0.24,0.05
"CA708",27090104,1.6,70.5,27.9,10,14.2,0.28,0.05
"CA708",27090104,2.2,56.7,41.1,25,14.5,0.37,0.1
"CA708",27090104,2.1,71.3,26.6,42,3.4,0.32,0.02
"CA708",27090104,NA,NA,NA,76,NA,NA,NA
"CA708",27090105,NA,NA,NA,0,80,NA,NA
"CA708",27090105,NA,NA,NA,5,70,NA,NA
"CA708",27090105,2.4,79.9,17.7,9,4.6,0.17,0.1
"CA708",27090105,2.4,79.4,18.2,14,2.8,0.1,0.05
"CA708",27090105,2.2,79.7,18.1,38,3.1,0.2,0.05
"CA708",27090105,4.3,79.4,16.3,55,3.3,0.2,0.02
"CA708",27090105,2.2,81.8,16,80,0.96,0.28,0.02
"CA708",27090107,0.8,80.8,18.4,0,0.2,0.1,0.05
"CA708",27090107,0.7,82.8,16.5,10,0.2,0.1,0.02
"CA708",27090107,1.7,80.5,17.8,35,0,0.1,0.02
"CA708",27090107,1.5,81.3,17.2,79,0,0.1,0.02
"CA708",27090107,2.3,83.3,14.4,107,0,0.1,0.02
"CA708",27090108,NA,NA,NA,0,88,NA,NA
"CA708",27090108,NA,NA,NA,6,84,NA,NA
"CA708",27090108,2,76.4,21.6,12,4,0.15,0.05
"CA708",27090108,1.1,75.5,23.4,22,3,0.2,0.1
"CA708",27090108,1.7,78,20.3,32,2.5,0.1,0.02
"CA708",27090108,1.2,93.1,5.7,41,0.8,0.02,0.02
"CA708",27090108,2.3,82.1,15.6,46,3.8,0.15,0.05
"CA708",27090108,0.4,85.5,14.1,66,2.5,0.05,0.02
"CA708",27090108,1.1,91.1,7.8,127,1.1,0.02,0.02
"CA708",27090108,1,73.1,25.9,192,0.19,0.37,0.05
"CA708",27090109,NA,NA,NA,0,80,NA,NA
"CA708",27090109,6,65,29,4,15,0.24,0.24
"CA708",27090109,5,75,20,20,14,0.1,0.05
"CA708",27090109,4,79.2,16.8,37,13,0.1,0.02
"CA708",27090109,3,95.5,1.5,72,7,0.02,0.02
"CA708",27090109,3,95.5,1.5,105,5,0.02,0.02
"CA708",27090110,NA,NA,NA,0,80,NA,NA
"CA708",27090110,3,67.3,29.7,3,8,0.24,0.15
"CA708",27090110,4,66.5,29.5,7,4,0.15,0.05
"CA708",27090110,5,64.3,30.7,18,3,0.24,0.05
"CA708",27090110,6,63.5,30.5,49,2,0.37,0.05
"CA708",27090110,3,67.3,29.7,62,1,0.43,0.02
"CA708",27090110,NA,NA,NA,95,NA,NA,NA
"CA708",27090112,NA,NA,NA,0,80,NA,NA
"CA708",27090112,1,97.5,1.5,3,15.7,0.1,0.1
"CA708",27090112,3,80.2,16.8,6,33.6,0.2,0.2
"CA708",27090112,2,80.9,17.1,12,2.5,0.32,0.15
"CA708",27090112,3,80.2,16.8,29,1.2,0.37,0.1
"CA708",27090112,NA,NA,NA,37,NA,NA,NA
"CA708",27090113,NA,NA,NA,0,80,NA,NA
"CA708",27090113,5,65.6,29.4,2,10,0.15,0.05
"CA708",27090113,5,65.6,29.4,6,8,0.15,0.1
"CA708",27090113,6,65,29,16,6,0.15,0.05
"CA708",27090113,5,65.6,29.4,32,4,0.15,0.05
"CA708",27090113,5,65.4,29.6,58,1,0.37,0.1
"CA708",27090113,12,43.8,44.2,104,0.1,0.64,0.64
"CA708",27090114,NA,NA,NA,0,80,NA,NA
"CA708",27090114,4,66.5,29.5,6,22,0.24,0.1
"CA708",27090114,4,66.5,29.5,15,10,0.24,0.05
"CA708",27090114,6,65,29,28,4,0.15,0.02
"CA708",27090114,5,65.6,29.4,40,3,0.17,0.02
"CA708",27090114,3,67.3,29.7,65,2,0.32,0.05
"CA708",27090115,NA,NA,NA,0,88,NA,NA
"CA708",27090115,NA,NA,NA,6,84,NA,NA
"CA708",27090115,2,76.4,21.6,12,4,0.15,0.05
"CA708",27090115,1.1,75.5,23.4,22,3,0.2,0.1
"CA708",27090115,1.7,78,20.3,32,2.5,0.1,0.02
"CA708",27090115,1.2,93.1,5.7,41,0.8,0.02,0.02
"CA708",27090115,2.3,82.1,15.6,46,3.8,0.15,0.05
"CA708",27090115,0.4,85.5,14.1,66,2.5,0.05,0.02
"CA708",27090115,1.1,91.1,7.8,127,1.1,0.02,0.02
"CA708",27090115,1,73.1,25.9,192,0.19,0.37,0.05
"CA708",27090117,NA,NA,NA,0,80,NA,NA
"CA708",27090117,5,65.6,29.4,2,10,0.15,0.05
"CA708",27090117,5,65.6,29.4,6,8,0.15,0.1
"CA708",27090117,6,65,29,16,6,0.15,0.05
"CA708",27090117,5,65.6,29.4,32,4,0.15,0.05
"CA708",27090117,5,65.4,29.6,58,1,0.37,0.1
"CA708",27090117,12,43.8,44.2,104,0.1,0.64,0.64
"CA708",27090119,NA,NA,NA,0,80,NA,NA
"CA708",27090119,1,97.5,1.5,3,15.7,0.1,0.1
"CA708",27090119,3,80.2,16.8,6,33.6,0.2,0.2
"CA708",27090119,2,80.9,17.1,12,2.5,0.32,0.15
"CA708",27090119,3,80.2,16.8,29,1.2,0.37,0.1
"CA708",27090119,NA,NA,NA,37,NA,NA,NA
"CA708",27090120,NA,NA,NA,0,80,NA,NA
"CA708",27090120,3,67.3,29.7,3,8,0.24,0.15
"CA708",27090120,4,66.5,29.5,7,4,0.15,0.05
"CA708",27090120,5,64.3,30.7,18,3,0.24,0.05
"CA708",27090120,6,63.5,30.5,49,2,0.37,0.05
"CA708",27090120,3,67.3,29.7,62,1,0.43,0.02
"CA708",27090120,NA,NA,NA,95,NA,NA,NA
"CA708",27090122,NA,NA,NA,0,88,NA,NA
"CA708",27090122,NA,NA,NA,6,84,NA,NA
"CA708",27090122,2,76.4,21.6,12,4,0.15,0.05
"CA708",27090122,1.1,75.5,23.4,22,3,0.2,0.1
"CA708",27090122,1.7,78,20.3,32,2.5,0.1,0.02
"CA708",27090122,1.2,93.1,5.7,41,0.8,0.02,0.02
"CA708",27090122,2.3,82.1,15.6,46,3.8,0.15,0.05
"CA708",27090122,0.4,85.5,14.1,66,2.5,0.05,0.02
"CA708",27090122,1.1,91.1,7.8,127,1.1,0.02,0.02
"CA708",27090122,1,73.1,25.9,192,0.19,0.37,0.05
"CA708",27090123,NA,NA,NA,0,80,NA,NA
"CA708",27090123,4,66.5,29.5,6,22,0.24,0.1
"CA708",27090123,4,66.5,29.5,15,10,0.24,0.05
"CA708",27090123,6,65,29,28,4,0.15,0.02
"CA708",27090123,5,65.6,29.4,40,3,0.17,0.02
"CA708",27090123,3,67.3,29.7,65,2,0.32,0.05
"CA708",27090124,1,80.6,18.4,0,0.2,0.1,0.05
"CA708",27090124,1,80.6,18.4,10,0.1,0.1,0.05
"CA708",27090124,0,93.5,6.5,24,0.1,0.02,0.02
"CA708",27090124,1,80.6,18.4,42,0.1,0.1,0.05
"CA708",27090124,1,92.5,6.5,48,0.1,0.02,0.02
"CA708",27090124,0,93.5,6.5,68,0.1,0.02,0.02
"CA708",27090124,0,93.5,6.5,75,0.1,0.02,0.02
"CA708",27090124,0,93.5,6.5,90,0.1,0.02,0.02
"CA708",27090124,0,93.5,6.5,97,0.1,0.02,0.02
"CA708",27090126,NA,NA,NA,0,80,NA,NA
"CA708",27090126,1,97.5,1.5,3,15.7,0.1,0.1
"CA708",27090126,3,80.2,16.8,6,33.6,0.2,0.2
"CA708",27090126,2,80.9,17.1,12,2.5,0.32,0.15
"CA708",27090126,3,80.2,16.8,29,1.2,0.37,0.1
"CA708",27090126,NA,NA,NA,37,NA,NA,NA
"CA708",27090127,NA,NA,NA,0,80,NA,NA
"CA708",27090127,3,67.3,29.7,3,8,0.24,0.15
"CA708",27090127,4,66.5,29.5,7,4,0.15,0.05
"CA708",27090127,5,64.3,30.7,18,3,0.24,0.05
"CA708",27090127,6,63.5,30.5,49,2,0.37,0.05
"CA708",27090127,3,67.3,29.7,62,1,0.43,0.02
"CA708",27090127,NA,NA,NA,95,NA,NA,NA
"CA708",27090128,NA,NA,NA,0,80,NA,NA
"CA708",27090128,5,65.6,29.4,2,10,0.15,0.05
"CA708",27090128,5,65.6,29.4,6,8,0.15,0.1
"CA708",27090128,6,65,29,16,6,0.15,0.05
"CA708",27090128,5,65.6,29.4,32,4,0.15,0.05
"CA708",27090128,5,65.4,29.6,58,1,0.37,0.1
"CA708",27090128,12,43.8,44.2,104,0.1,0.64,0.64
"CA708",27090129,NA,NA,NA,0,80,NA,NA
"CA708",27090129,4,66.5,29.5,6,22,0.24,0.1
"CA708",27090129,4,66.5,29.5,15,10,0.24,0.05
"CA708",27090129,6,65,29,28,4,0.15,0.02
"CA708",27090129,5,65.6,29.4,40,3,0.17,0.02
"CA708",27090129,3,67.3,29.7,65,2,0.32,0.05
"CA708",27090130,1,80.6,18.4,0,0.2,0.1,0.05
"CA708",27090130,1,80.6,18.4,10,0.1,0.1,0.05
"CA708",27090130,0,93.5,6.5,24,0.1,0.02,0.02
"CA708",27090130,1,80.6,18.4,42,0.1,0.1,0.05
"CA708",27090130,1,92.5,6.5,48,0.1,0.02,0.02
"CA708",27090130,0,93.5,6.5,68,0.1,0.02,0.02
"CA708",27090130,0,93.5,6.5,75,0.1,0.02,0.02
"CA708",27090130,0,93.5,6.5,90,0.1,0.02,0.02
"CA708",27090130,0,93.5,6.5,97,0.1,0.02,0.02
"CA708",27090131,NA,NA,NA,0,88,NA,NA
"CA708",27090131,NA,NA,NA,6,84,NA,NA
"CA708",27090131,2,76.4,21.6,12,4,0.15,0.05
"CA708",27090131,1.1,75.5,23.4,22,3,0.2,0.1
"CA708",27090131,1.7,78,20.3,32,2.5,0.1,0.02
"CA708",27090131,1.2,93.1,5.7,41,0.8,0.02,0.02
"CA708",27090131,2.3,82.1,15.6,46,3.8,0.15,0.05
"CA708",27090131,0.4,85.5,14.1,66,2.5,0.05,0.02
"CA708",27090131,1.1,91.1,7.8,127,1.1,0.02,0.02
"CA708",27090131,1,73.1,25.9,192,0.19,0.37,0.05
"CA708",27090132,NA,NA,NA,0,80,NA,NA
"CA708",27090132,NA,NA,NA,5,75,NA,NA
"CA708",27090132,4,66.5,29.5,10,5,0.15,0.1
"CA708",27090132,4,66.5,29.5,16,4,0.15,0.1
"CA708",27090132,4,66.5,29.5,25,3,0.28,0.1
"CA708",27090132,3,80.2,16.8,56,2.5,0.2,0.1
"CA708",27090132,3,80.2,16.8,79,2,0.1,0.02
"CA708",27090132,3,80.2,16.8,100,1,0.15,0.02
"CA708",27090133,NA,NA,NA,0,80,NA,NA
"CA708",27090133,4,65,31,3,5,0.2,0.2
"CA708",27090133,4,66.5,29.5,7,4,0.15,0.15
"CA708",27090133,4,66.5,29.5,20,3,0.17,0.1
"CA708",27090133,3,79,18,38,2,0.1,0.02
"CA708",27090133,2,79.7,18.3,63,1,0.2,0.05
"CA708",27090133,NA,NA,NA,100,NA,NA,NA
"CA708",27090136,NA,NA,NA,0,80,NA,NA
"CA708",27090136,4,65,31,3,5,0.2,0.2
"CA708",27090136,4,66.5,29.5,7,4,0.15,0.15
"CA708",27090136,4,66.5,29.5,20,3,0.17,0.1
"CA708",27090136,3,79,18,38,2,0.1,0.02
"CA708",27090136,2,79.7,18.3,63,1,0.2,0.05
"CA708",27090136,NA,NA,NA,100,NA,NA,NA
"CA708",27090137,NA,NA,NA,0,80,NA,NA
"CA708",27090137,NA,NA,NA,5,75,NA,NA
"CA708",27090137,4,66.5,29.5,10,5,0.15,0.1
"CA708",27090137,4,66.5,29.5,16,4,0.15,0.1
"CA708",27090137,4,66.5,29.5,25,3,0.28,0.1
"CA708",27090137,3,80.2,16.8,56,2.5,0.2,0.1
"CA708",27090137,3,80.2,16.8,79,2,0.1,0.02
"CA708",27090137,3,80.2,16.8,100,1,0.15,0.02
"CA708",27090139,NA,NA,NA,0,80,NA,NA
"CA708",27090139,4,66.5,29.5,3,4,0.15,0.1
"CA708",27090139,6,65,29,11,3,0.17,0.1
"CA708",27090139,8,69.3,22.7,17,2.5,0.1,0.05
"CA708",27090139,12,68.6,19.4,43,2,0.1,0.02
"CA708",27090139,2,79.7,18.3,71,1,0.2,0.02
"CA708",27090139,7,82.3,10.7,123,0.75,0.15,0.02
"CA708",27090139,5,84,11,172,0.5,0.15,0.02
"CA708",27090140,NA,NA,NA,0,80,NA,NA
"CA708",27090140,NA,NA,NA,4,75,NA,NA
"CA708",27090140,3,80.1,16.9,7,2.5,0.49,0.49
"CA708",27090140,1,97.5,1.5,13,1.5,0.02,0.02
"CA708",27090140,0,93.5,6.5,19,0.75,0.02,0.02
"CA708",27090140,1,97.5,1.5,33,0.5,0.02,0.02
"CA708",27090140,1,98.4,0.6,60,0.4,0.02,0.02
"CA708",27090140,1,98.4,0.6,76,0.3,0.02,0.02
"CA708",27090140,1,92.5,6.5,84,0.2,0.02,0.02
"CA708",27090140,0,93.5,6.5,96,0.1,0.02,0.02
"CA708",27090141,NA,NA,NA,0,50,NA,NA
"CA708",27090141,13,45.4,41.6,3,25,0.32,0.24
"CA708",27090141,15,44.3,40.7,9,20,0.32,0.2
"CA708",27090141,18,43.2,38.8,17,9,0.28,0.15
"CA708",27090141,20,42.1,37.9,40,4,0.28,0.1
"CA708",27090141,25,38.5,36.5,64,2,0.32,0.15
"CA708",27090141,23,39.5,37.5,78,1,0.32,0.15
"CA708",27090141,15,65.9,19.1,120,2,0.24,0.05
"CA708",27090142,NA,NA,NA,0,80,NA,NA
"CA708",27090142,6,65,29,4,15,0.24,0.24
"CA708",27090142,5,75,20,20,14,0.1,0.05
"CA708",27090142,4,79.2,16.8,37,13,0.1,0.02
"CA708",27090142,3,95.5,1.5,72,7,0.02,0.02
"CA708",27090142,3,95.5,1.5,105,5,0.02,0.02
"CA708",27090143,0.8,80.8,18.4,0,0.2,0.1,0.05
"CA708",27090143,0.7,82.8,16.5,10,0.2,0.1,0.02
"CA708",27090143,1.7,80.5,17.8,35,0,0.1,0.02
"CA708",27090143,1.5,81.3,17.2,79,0,0.1,0.02
"CA708",27090143,2.3,83.3,14.4,107,0,0.1,0.02
"CA708",27090144,NA,NA,NA,0,80,NA,NA
"CA708",27090144,NA,NA,NA,5,70,NA,NA
"CA708",27090144,2.4,79.9,17.7,9,4.6,0.17,0.1
"CA708",27090144,2.4,79.4,18.2,14,2.8,0.1,0.05
"CA708",27090144,2.2,79.7,18.1,38,3.1,0.2,0.05
"CA708",27090144,4.3,79.4,16.3,55,3.3,0.2,0.02
"CA708",27090144,2.2,81.8,16,80,0.96,0.28,0.02
"CA708",27090145,27,0,55,0,70,NA,NA
"CA708",27090145,27,0,55,12,60,NA,NA
"CA708",27090145,27,18,55,50,9,0.37,0.37
"CA708",27090145,22,26,52,77,7,0.37,0.37
"CA708",27090145,15,30.1,54.9,90,4,0.37,0.37
"CA708",27090146,8,65.1,26.9,0,6,0.43,0.28
"CA708",27090146,7,65.9,27.1,10,5,0.43,0.43
"CA708",27090146,11,63.1,25.9,31,1.7,0.49,0.24
"CA708",27090146,9,64.5,26.5,56,1.5,0.49,0.28
"CA708",27090146,12,64.3,23.7,89,2,0.43,0.28
"CA708",27090146,8,82.5,9.5,105,3,0.2,0.2
"CA708",27090146,2,79.7,18.3,124,1,0.1,0.02
"CA708",27090147,26,NA,43,0,42.2,NA,NA
"CA708",27090147,26.1,31.1,42.8,4,29.3,NA,NA
"CA708",27090147,29.9,29.3,40.8,16,26.2,NA,NA
