"areasymbol","areaname","mukey","musym","muname","cokey","compname","comppct_r","chkey","hzname","hzdept_r","hzdepb_r","claytotal_r","sandtotal_r","sandvf_r","silttotal_r","om_r","dbthirdbar_r","kffact","kwfact","hydgrp","slope_r"
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528743,"LvDtc","Lyonsville and jiggs gravelly sandy loams, 10 to 30 per cent slopes",27089917,"Jiggs",39,80878619,"H1",0,15,5,65.6,12.1,29.4,3.5,0.88,".24",".10","B",20
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528755,"WrE2t","Windy rocky sandy loam, moderately deep, 10 to 50 perce nt slopes , eroded",27089935,"Windy",70,80878630,"H1",0,8,11.5,65.7,11.7,22.8,9,0.88,".10",".05","B",30
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528757,"WsDtc","Windy stony sandy loam, 10 to 30 percent slopes",27089937,"Windy",85,80878634,"H1",0,8,11.5,65.7,11.7,22.8,9,0.88,".10",".05","B",20
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528759,"WsEtc","Windy stony sandy loam, 30 to 50 percent slopes",27089944,"Windy",85,80878637,"H1",0,8,11.5,65.7,11.7,22.8,9,0.88,".10",".05","B",40
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528767,"136p","Deadwood-Clallam, micaceous families complex, 70 to 100 percent slopes.",27089945,"Deadwood family",55,80878641,"H1",0,10,20,26.5,8.8,53.5,3,1.5,".37",".15","D",85
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528767,"136p","Deadwood-Clallam, micaceous families complex, 70 to 100 percent slopes.",27089946,"Clallam family",30,80878644,"H1",0,18,20,42.1,12.2,37.9,3,1.5,".24",".05","C",85
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528769,"137p","Deadwood-Clallam families-Rock outcrop complex, 70 to 100 percent slopes.",27089952,"Deadwood family",35,80878649,"H1",0,10,20,26.5,8.8,53.5,3,1.5,".37",".15","D",85
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528769,"137p","Deadwood-Clallam families-Rock outcrop complex, 70 to 100 percent slopes.",27089953,"Clallam family",30,80878650,"H1",0,15,20,42.1,12.2,37.9,3,1.5,".24",".10","C",85
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528771,"142p","Deadwood-Kistirn families complex, 70 to 100 percent slopes.",27089955,"Deadwood family",65,80878656,"H1",0,10,20,26.5,8.8,53.5,3,1.5,".37",".15","D",85
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528771,"142p","Deadwood-Kistirn families complex, 70 to 100 percent slopes.",27089956,"Kistirn family",20,80878659,"H1",0,13,20,26.5,8.8,53.5,3,1.25,".32",".10","C",85
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528774,"150p","Dystric Lithic Xerochrepts, 30 to 70 percent slopes.",27089960,"Dystric Lithic Xerochrepts",85,80878663,"H1",0,10,10,66.9,11.8,23.1,4,1.5,".15",".05","D",50
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528776,"191p","Haypress-Sattley families complex, 10 to 50 percent slopes.",27089962,"Sattley family",20,80878666,"H1",0,20,20,42.1,12.2,37.9,2,1.5,".32",".15","C",30
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528778,"209p","Holland, basic-Clallam families association, 50 to 70 percent slopes.",27089967,"Clallam family",25,80878680,"H1",0,15,20,42.1,12.2,37.9,3,1.5,".24",".10","C",60
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528786,"256p","Sattley family-Rock outcrop complex, 30 to 70 percent slopes.",27089978,"Sattley family",55,80878690,"H1",0,20,20,42.1,12.2,37.9,2,1.5,".32",".15","C",50
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528788,"270p","Toem-Cagwin families complex, 2 to 55 percent slopes.",27089982,"Cagwin family",35,80878694,"H1",0,13,3,79,9.1,18,4,1.6,".05",".02","A",28
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528788,"270p","Toem-Cagwin families complex, 2 to 55 percent slopes.",27089983,"Toem family",50,80878698,"H1",0,18,3,79,9.1,18,4,1.6,".20",".10","D",28
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528790,"300p","Wapi-Chaix families complex, 50 to 85 percent slopes.",27089985,"Wapi family",50,80878700,"H1",0,8,3,80.2,15.4,16.8,2,1.3,".24",".10","D",68
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528790,"300p","Wapi-Chaix families complex, 50 to 85 percent slopes.",27089986,"Chaix family",35,80878703,"H1",0,20,10,66.9,11.8,23.1,4,1.3,".20",".20","A",68
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528792,"302p","Wapi family-Rock outcrop complex, 50 to 85 percent slopes.",27089990,"Wapi family",55,80878709,"H1",0,8,3,80.2,15.4,16.8,2,1.3,".24",".10","D",68
"CA713","Plumas National Forest Area, California",1546024,"174yc","Hurlbut-Deadwood-Rock outcrop complex, 30 to 75 percent slopes",27071823,"Hurlbut",40,80838501,"A",5,15,23,39,11.5,38,5,1.25,".24",".15","C",53
"CA713","Plumas National Forest Area, California",1546024,"174yc","Hurlbut-Deadwood-Rock outcrop complex, 30 to 75 percent slopes",27071824,"Deadwood",20,80838506,"A",3,10,15,66,10.5,19,5,1.34,".17",".05","D",53
"CA713","Plumas National Forest Area, California",1546026,"175yc","Jocal loam, 3 to 8 percent slopes",27071628,"Jocal",80,80838140,"H1",0,20,21,41.6,12,37.4,3.5,1.25,".24",".24","B",6
"CA713","Plumas National Forest Area, California",1546028,"176yc","Jocal loam, 8 to 15 percent slopes",27071632,"Jocal",80,80838144,"A-Bt1",0,20,21,41.6,12,37.4,3.5,1.25,".24",".24","B",12
"CA713","Plumas National Forest Area, California",1546030,"179yc","Jocal loam, cool, 8 to 30 percent slopes",27071636,"Jocal",80,80838146,"H1",0,20,21,41.6,12,37.4,3.5,1.25,".24",".24","B",19
"CA713","Plumas National Forest Area, California",1546035,"188yc","Mariposa gravelly loam, 15 to 30 percent slopes",27071640,"Mariposa taxadjunct",80,80838148,"A",0,10,15,44.3,12.5,40.7,2,1.13,".32",".20","C",23
"CA713","Plumas National Forest Area, California",1546037,"189yc","Mariposa gravelly loam, 30 to 50 percent slopes",27071644,"Mariposa taxadjunct",80,80838151,"A",0,10,15,44.3,12.5,40.7,2,1.13,".32",".20","C",40
"CA713","Plumas National Forest Area, California",1546039,"191yc","Mariposa-Rock outcrop complex, 50 to 75 percent slopes",27071648,"Mariposa",60,80838155,"H1",0,10,15,44.3,12.5,40.7,2,1.13,".32",".17","C",63
"CA713","Plumas National Forest Area, California",1546041,"221yc","Sites loam, 30 to 50 percent slopes, low ffd",27071829,"Sites",85,80838513,"A",3,18,20,44,13.2,36,6,1.23,".28",".28","C",40
"CA713","Plumas National Forest Area, California",1546043,"229yc","Sites loam, cool, 3 to 15 percent slopes",27071653,"Sites",80,80838161,"H1",0,15,21,41.6,12,37.4,6,1,".28",".28","C",9
"CA713","Plumas National Forest Area, California",1546045,"232yc","Slacreek-Rock outcrop complex, 30 to 75 percent slopes",27071657,"Slacreek",70,80838165,"H1",0,15,10,66.9,11.8,23.1,3,1.23,".17",".10","C",53
"CA713","Plumas National Forest Area, California",1546050,"154su","Chimney-Janile-Waterman association, 15 to 50 percent slopes",27071669,"Janile",34,80838174,"A1",0,10,2.5,80.2,9.1,17.3,0.75,1.55,".20",".10","A",40
"CA713","Plumas National Forest Area, California",1546050,"154su","Chimney-Janile-Waterman association, 15 to 50 percent slopes",27071670,"Waterman",15,80838178,"A",0,18,5,84,7.5,11,0.75,1.6,".24",".10","D",33
"CA713","Plumas National Forest Area, California",1546052,"156su","Chimney-Waterman association, 9 to 30 percent slopes",27071677,"Waterman",20,80838195,"A",0,18,5,84,7.5,11,0.75,1.6,".24",".10","D",12
"CA713","Plumas National Forest Area, California",1546054,"216su","Galeppi sandy loam, 5 to 30 percent slopes",27071679,"Barnard",5,80838202,"A1",0,8,10,66.6,11.9,23.4,1.5,1.2,".32",".20","D",10
"CA713","Plumas National Forest Area, California",1546054,"216su","Galeppi sandy loam, 5 to 30 percent slopes",27071681,"Glenbrook",5,80838212,"A",0,8,4,79.1,9,16.9,0.65,1.45,".10",".05","D",18
"CA713","Plumas National Forest Area, California",1546054,"216su","Galeppi sandy loam, 5 to 30 percent slopes",27071682,"Indiano",5,80838214,"A",0,20,14,66.8,10.6,19.2,1.5,1.45,".24",".15","C",18
"CA713","Plumas National Forest Area, California",1546056,"253su","Indiano-Graufels association, 15 to 30 percent slopes",27071683,"Indiano",55,80838217,"A",0,20,14,66.8,10.6,19.2,1.5,1.45,".24",".15","C",23
"CA713","Plumas National Forest Area, California",1546056,"253su","Indiano-Graufels association, 15 to 30 percent slopes",27071685,"Indiano",8,80838223,"A",0,20,14,66.8,10.6,19.2,1.5,1.45,".24",".15","C",23
"CA713","Plumas National Forest Area, California",1546056,"253su","Indiano-Graufels association, 15 to 30 percent slopes",27071686,"Glenbrook",7,80838227,"A",0,8,4,79.1,9,16.9,0.65,1.45,".10",".05","D",22
"CA713","Plumas National Forest Area, California",1546061,"280su","Massack loam, 0 to 2 percent slopes",27071691,"Keddie",5,80838242,"A",0,20,28.5,34.2,10.2,37.3,2,1.38,".32",".32","C",1
"CA713","Plumas National Forest Area, California",1546063,"287su","Mottsville loamy coarse sand, 2 to 9 percent slopes",27071693,"Janile",4,80838248,"A1",0,10,2.5,80.2,9.1,17.3,0.75,1.55,".20",".10","A",40
"CA713","Plumas National Forest Area, California",1546072,"312su","Penstock-Scaribou complex, 5 to 30 percent slopes",27071707,"Aquolls",5,80838281,"A",0,18,7.5,68.8,12,23.7,2,1.43,".28",".15","B/D",1
"CA713","Plumas National Forest Area, California",1546072,"312su","Penstock-Scaribou complex, 5 to 30 percent slopes",27071710,"Scaribou",40,80838290,"A",0,15,12.5,45.7,12.9,41.8,2,1.4,".43",".15","C",18
"CA713","Plumas National Forest Area, California",1546074,"313su","Penstock-Scaribou complex, 30 to 50 percent slopes",27071712,"Scaribou",40,80838296,"A",0,15,12.5,45.7,12.9,41.8,2,1.4,".43",".15","C",40
"CA713","Plumas National Forest Area, California",1546076,"345su","Rubble land-rock outcrop complex, 30 to 70 percent slopes",27071715,"Fiddler",4,80838303,"H1",0,20,22.5,39.8,11.9,37.7,2,1.43,".37",".10","D",40
"CA713","Plumas National Forest Area, California",1546076,"345su","Rubble land-rock outcrop complex, 30 to 70 percent slopes",27071716,"Fivesprings",4,80838306,"H1",0,8,22.5,39.8,11.9,37.7,1.5,1.43,".37",".15","D",45
"CA713","Plumas National Forest Area, California",1546076,"345su","Rubble land-rock outcrop complex, 30 to 70 percent slopes",27071717,"Longcreek",4,80838311,"H1",0,8,23.5,39.2,11.6,37.3,2.5,1.5,".32",".15","D",40
"CA713","Plumas National Forest Area, California",1546076,"345su","Rubble land-rock outcrop complex, 30 to 70 percent slopes",27071718,"Fredonyer",3,80838314,"H1",0,10,18.5,43,12.4,38.5,2,1.43,".28",".10","C",40
"CA713","Plumas National Forest Area, California",1546078,"351su","Said gravelly loam, 5 to 30 percent slopes",27071723,"Fredonyer",5,80838328,"A1",0,10,18.5,43,12.4,38.5,2,1.43,".28",".10","C",18
"CA713","Plumas National Forest Area, California",1546078,"351su","Said gravelly loam, 5 to 30 percent slopes",27071724,"Ninemile",3,80838332,"A",0,5,20,42.1,12.2,37.9,3,1.43,".37",".15","D",10
"CA713","Plumas National Forest Area, California",1546081,"229su","Glenbrook-Graufels-Rock outcrop complex, 30 to 60 percent slopes",27071728,"Sumine",5,80838346,"A",0,8,17.5,43,12.1,39.5,3.5,1.3,".32",".15","C",40
"CA713","Plumas National Forest Area, California",1546081,"229su","Glenbrook-Graufels-Rock outcrop complex, 30 to 60 percent slopes",27071729,"Glenbrook",40,80838350,"A",0,8,4,79.1,9,16.9,0.65,1.45,".10",".05","D",45
"CA713","Plumas National Forest Area, California",1546083,"377su","Tahand-Baileycreek complex, 5 to 30 percent slopes",27071733,"Tahand",45,80838357,"A1",0,8,15,65.9,10.4,19.1,3,0.78,".17",".10","C",18
"CA713","Plumas National Forest Area, California",1546083,"377su","Tahand-Baileycreek complex, 5 to 30 percent slopes",27071736,"Redriver",5,80838368,"A",0,15,8.5,68,11.9,23.5,3,0.88,".17",".05","B",7
"CA713","Plumas National Forest Area, California",1546087,"AmEsv","Aldax-Millich complex, 5 to 30 percent slopes",27071739,"Aldax",50,80838378,"H1",0,8,14,66.8,10.6,19.2,1.5,1.5,".24",".10","D",18
"CA713","Plumas National Forest Area, California",1546087,"AmEsv","Aldax-Millich complex, 5 to 30 percent slopes",27071740,"Millich",30,80838379,"H1",0,8,20,42.1,12.2,37.9,1.5,1.5,".43",".20","D",18
"CA713","Plumas National Forest Area, California",1546089,"AmGsv","Aldax-Millich complex, 30 to 75 percent slopes",27071743,"Aldax",50,80838383,"H1",0,8,14,66.8,10.6,19.2,1.5,1.5,".24",".10","D",63
"CA713","Plumas National Forest Area, California",1546089,"AmGsv","Aldax-Millich complex, 30 to 75 percent slopes",27071744,"Millich",30,80838386,"H1",0,8,20,42.1,12.2,37.9,1.5,1.5,".43",".20","D",40
"CA713","Plumas National Forest Area, California",1546093,"BrBsv","Bidwell sandy loam, 2 to 5 percent slopes",27071748,"Bidwell",85,80838392,"H1",0,15,15,65.9,10.4,19.1,2,1.55,".24",".24","C",4
"CA713","Plumas National Forest Area, California",1546109,"MrCsv","Mottsville loamy sand, 2 to 9 percent slopes",27071777,"Mottsville",85,80838422,"H1",0,10,6.5,84.3,12.3,9.2,2,1.5,".05",".05","A",6
"CA713","Plumas National Forest Area, California",1546115,"TbEsv","Toiyabe-Bonta loamy coarse sands, 2 to 30 percent slopes",27071787,"Toiyabe",50,80838426,"H1",0,13,3,79,9.1,18,1.5,1.55,".20",".20","D",16
"CA713","Plumas National Forest Area, California",1546117,"TbGsv","Toiyabe-Bonta loamy coarse sands, 30 to 75 percent slopes",27071793,"Toiyabe",55,80838432,"H1",0,13,3,79,9.1,18,1.5,1.55,".20",".20","D",53
"CA713","Plumas National Forest Area, California",1546123,"L37","Inville-Wintoner families complex, 35 to 50 percent slopes.",27071801,"Inville",60,80838448,"H1",0,18,15,65.9,10.4,19.1,2.5,1.4,".15",".10","B",43
"CA713","Plumas National Forest Area, California",1546123,"L37","Inville-Wintoner families complex, 35 to 50 percent slopes.",27071802,"Wintoner",20,80838454,"H1",0,13,15,65.9,10.4,19.1,2.5,1.4,".15",".15","B",43
"CA713","Plumas National Forest Area, California",1546213,"L47","Klicker family, sedimentary-Lithic Ultic Argixerolls-Inville family association, 0 to 50 percent slopes.",27071806,"Lithic Ultic Argixerolls",20,80838467,"H1",0,10,12,68.3,10.8,19.7,1.5,1.45,".24",".15","D",25
"CA713","Plumas National Forest Area, California",1546213,"L47","Klicker family, sedimentary-Lithic Ultic Argixerolls-Inville family association, 0 to 50 percent slopes.",27071808,"Inville",20,80838472,"H1",0,18,15,65.9,10.4,19.1,2.5,1.4,".15",".10","B",25
"CA713","Plumas National Forest Area, California",1546217,"L82","Sheld family, moderately deep-Klicker family complex, 0 to 35 percent slopes.",27071811,"Sheld",60,80838479,"H1",0,15,8,68.5,12,23.5,2.5,0.73,".15",".10","B",18
"CA713","Plumas National Forest Area, California",1546220,"L96","Skalan family, moderately deep-Deadwood family association, 35 to 70 percent slopes.",27071813,"Skalan",50,80838485,"H1",0,20,15,65.9,10.4,19.1,2.5,1.4,".15",".10","C",53
"CA713","Plumas National Forest Area, California",1546220,"L96","Skalan family, moderately deep-Deadwood family association, 35 to 70 percent slopes.",27071814,"Deadwood",30,80838488,"H1",0,5,14,69.6,17.1,16.4,2,1.45,".17",".05","D",53
"CA713","Plumas National Forest Area, California",1546234,"DDHtf","Rock outcrop-Deadwood complex, 50 to 100 percent slopes",27071818,"Deadwood",35,80838496,"H1",0,8,15,65.9,10.4,19.1,2,1.45,".28",".10","D",63
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434157,"100lp","Buttelake ashy sand, 3 to 35 percent slopes",27089993,"Buttelake",85,80878715,"A",1,8,0,92.1,8.1,7.9,3.03,0.9,".02",".02","A",10
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434157,"100lp","Buttelake ashy sand, 3 to 35 percent slopes",27089995,"Typic Xerorthents",2,80878721,"A",3,10,0,98.5,7.4,1.5,3,0.9,".02",".02","A",3
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434157,"100lp","Buttelake ashy sand, 3 to 35 percent slopes",27089996,"Sunhoff",5,80878728,"A",2,14,2,80.9,15.5,17.1,3.5,0.9,".10",".10","A",35
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434157,"100lp","Buttelake ashy sand, 3 to 35 percent slopes",27089997,"Talved",1,80878733,"A",3,13,1,80.6,9.2,18.4,3,1,".10",".02","A",35
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434157,"100lp","Buttelake ashy sand, 3 to 35 percent slopes",27089998,"Badgerflat",2,80878742,"A1",2,9,3,67.3,12.3,29.7,6,0.9,".17",".05","B",3
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434157,"100lp","Buttelake ashy sand, 3 to 35 percent slopes",27089999,"Buttewash",3,80878751,"A1",2,6,2.2,91.8,3,6,8.1,1.26,".02",".02","B",3
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434158,"101lp","Buttewash ashy coarse sand, 0 to 15 percent slopes",27090000,"Buttewash",85,80878756,"A1",2,6,2.2,91.8,3,6,8.1,1.26,".02",".02","B",1
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434158,"101lp","Buttewash ashy coarse sand, 0 to 15 percent slopes",27090001,"Humic Haploxerands",2,80878767,"A1",1,4,2,96.5,7.2,1.5,6,1.2,".02",".02","B/D",1
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434158,"101lp","Buttewash ashy coarse sand, 0 to 15 percent slopes",27090002,"Buttelake",5,80878774,"A",1,8,0,92.1,8.1,7.9,3.03,0.9,".02",".02","A",10
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434158,"101lp","Buttewash ashy coarse sand, 0 to 15 percent slopes",27090003,"Badgerwash",8,80878784,"A1",2,9,2,79.7,9.2,18.3,6,0.9,".10",".02","B",1
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434159,"102lp","Ashbutte-Vitrandic Xerorthents complex, 15 to 60 percent slopes",27090004,"Prospectpeak",6,80878789,"A",3,7,0,95.4,6.3,4.6,1,1,".02",".02","A",45
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434159,"102lp","Ashbutte-Vitrandic Xerorthents complex, 15 to 60 percent slopes",27090006,"Ashbutte",65,80878800,"A1",5,14,1.1,89.4,5.4,9.5,4.6,0.9,".02",".02","A",54
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434159,"102lp","Ashbutte-Vitrandic Xerorthents complex, 15 to 60 percent slopes",27090008,"Vitrandic Xerorthents",25,80878803,"A",3,12,3,80.2,15.4,16.8,4,0.9,".17",".05","A",48
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434160,"103lp","Scoured very bouldery medial loamy sand, 2 to 30 percent slopes",27090009,"Sunhoff",3,80878811,"A",2,14,2,80.9,15.5,17.1,3.5,0.9,".10",".10","A",5
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434160,"103lp","Scoured very bouldery medial loamy sand, 2 to 30 percent slopes",27090011,"Juniperlake",10,80878825,"A1",2,9,2.8,69.7,10.4,27.5,16.82,0.66,".15",".10","A",5
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434160,"103lp","Scoured very bouldery medial loamy sand, 2 to 30 percent slopes",27090013,"Scoured",75,80878831,"A",2,10,1.7,74,12,24.3,15.9,0.76,".24",".05","B",5
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434161,"104lp","Scoured-Rock outcrop-Juniperlake complex, 3 to 40 percent slopes",27090014,"Juniperlake",20,80878836,"A1",2,9,2.8,69.7,10.4,27.5,16.82,0.66,".15",".10","A",34
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434161,"104lp","Scoured-Rock outcrop-Juniperlake complex, 3 to 40 percent slopes",27090016,"Scoured",55,80878844,"A",2,10,1.7,74,12,24.3,15.9,0.76,".24",".05","B",25
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434161,"104lp","Scoured-Rock outcrop-Juniperlake complex, 3 to 40 percent slopes",27090019,"Dittmar",5,80878860,"A1",2,5,3,67.3,12.3,29.7,8,1,".28",".10","D",15
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434162,"105lp","Juniperlake gravelly medial sandy loam, 2 to 35 percent slopes",27090021,"Humic Haploxerands",4,80878873,"A1",1,8,3,67.3,12.3,29.7,16,0.9,".24",".24","B",5
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434162,"105lp","Juniperlake gravelly medial sandy loam, 2 to 35 percent slopes",27090024,"Scoured",5,80878890,"A",2,10,1.7,74,12,24.3,15.9,0.76,".24",".05","B",25
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434162,"105lp","Juniperlake gravelly medial sandy loam, 2 to 35 percent slopes",27090025,"Juniperlake",85,80878897,"A1",2,9,2.8,69.7,10.4,27.5,16.82,0.66,".15",".10","A",34
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434163,"109lp","Prospectpeak, ashy coarse sand, 10 to 30 percent slopes",27090027,"Prospectpeak",85,80878900,"A",3,7,0,95.4,6.3,4.6,1,1,".02",".02","A",10
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434163,"109lp","Prospectpeak, ashy coarse sand, 10 to 30 percent slopes",27090029,"Bearrubble",10,80878908,"A",7,14,1,98.4,14.4,0.6,18,0.9,".02",".02","A",15
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434164,"110lp","Bearrubble-Rubble land complex, 8 to 40 percent slopes",27090030,"Prospectpeak",2,80878915,"A",3,7,0,95.4,6.3,4.6,1,1,".02",".02","A",24
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434164,"110lp","Bearrubble-Rubble land complex, 8 to 40 percent slopes",27090031,"Scoured",3,80878925,"A",2,10,1.7,74,12,24.3,15.9,0.76,".24",".05","B",10
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434164,"110lp","Bearrubble-Rubble land complex, 8 to 40 percent slopes",27090034,"Bearrubble",50,80878929,"A",7,14,1,98.4,14.4,0.6,18,0.9,".02",".02","A",9
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434165,"114lp","Emeraldlake-Terracelake-Readingpeak-Rock outcrop-Rubbleland complex, 20 to 95 percent slopes",27090035,"Emeraldlake",25,80878935,"A1",0,3,1,67.8,17.2,31.2,7,1.1,".20",".05","A",60
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434165,"114lp","Emeraldlake-Terracelake-Readingpeak-Rock outcrop-Rubbleland complex, 20 to 95 percent slopes",27090037,"Readingpeak",20,80878944,"A1",0,4,3,67.3,12.3,29.7,5,1,".17",".05","A",52
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434165,"114lp","Emeraldlake-Terracelake-Readingpeak-Rock outcrop-Rubbleland complex, 20 to 95 percent slopes",27090039,"Acroph",3,80878952,"A1",3,6,1,97.5,7.3,1.5,15.7,0.9,".10",".10","D",50
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434165,"114lp","Emeraldlake-Terracelake-Readingpeak-Rock outcrop-Rubbleland complex, 20 to 95 percent slopes",27090040,"Terracelake",23,80878956,"A",3,7,3,67.3,12.3,29.7,8,1,".24",".15","B",65
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434165,"114lp","Emeraldlake-Terracelake-Readingpeak-Rock outcrop-Rubbleland complex, 20 to 95 percent slopes",27090041,"Xeric Vitricryands",2,80878966,"A",0,5,5,65.6,12.1,29.4,0.4,0.9,".24",".10","B",25
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434166,"116lp","Xeric Vitricryands, tephra over till-Terracelake-Rock outcrop-Xeric Vitricryands, cirque floor, complex, 5 to 35 percent slopes",27090042,"Terracelake",25,80878973,"A",3,7,3,67.3,12.3,29.7,8,1,".24",".15","B",30
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434166,"116lp","Xeric Vitricryands, tephra over till-Terracelake-Rock outcrop-Xeric Vitricryands, cirque floor, complex, 5 to 35 percent slopes",27090043,"Xeric Vitricryands",30,80878984,"A1",5,8,3.6,79.7,19.1,16.7,15.7,1,".10",".05","A",22
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434166,"116lp","Xeric Vitricryands, tephra over till-Terracelake-Rock outcrop-Xeric Vitricryands, cirque floor, complex, 5 to 35 percent slopes",27090045,"Xeric Vitricryands",15,80878990,"A",0,5,5,65.6,12.1,29.4,0.4,0.9,".24",".10","B",9
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",2434166,"116lp","Xeric Vitricryands, tephra over till-Terracelake-Rock outcrop-Xeric Vitricryands, cirque floor, complex, 5 to 35 percent slopes",27090046,"Humic Xeric Vitricryands",10,80878994,"A",2,9,3,67.3,12.3,29.7,20,1,".17",".10","B",15
